-0.03,-0.029,0.27,0.283,0.0,0.5
Poly,1stMVP/HDBLVT04_INV_1#0,15,0,No Data,0,0.04,4,0.132,0.189,0.228,0.189,0.228,0.209,0.132,0.209
Poly,1stMVP/HDBLVT04_INV_1#0,15,0,No Data,0,0.04,4,0.12,0.225,0.24,0.225,0.24,0.283,0.12,0.283
Poly,1stMVP/HDBLVT04_INV_1#0,15,235,No Data,0,0,4,0.132,0.045,0.228,0.045,0.228,0.065,0.132,0.065
Poly,1stMVP/HDBLVT04_INV_1#0,15,235,No Data,0,0,4,0.132,0.189,0.228,0.189,0.228,0.209,0.132,0.209
Poly,1stMVP/HDBLVT04_INV_1#0,15,236,No Data,0,0,4,0.12,-0.029,0.24,-0.029,0.24,0.029,0.12,0.029
Poly,1stMVP/HDBLVT04_INV_1#0,15,236,No Data,0,0,4,0.12,0.225,0.24,0.225,0.24,0.283,0.12,0.283
Label,1stMVP/HDBLVT04_INV_1#0,63,63,"& Vendor Synopsys, Inc.",0,0,1,0.001,0,0,0,0.12,0,,
Label,1stMVP/HDBLVT04_INV_1#0,63,63,& Product sa04npgvlogl04hdl060f,0,0,1,0.001,0,0,0,0.12,0,,
Label,1stMVP/HDBLVT04_INV_1#0,63,63,& Version 95707,0,0,1,0.001,0,0,0,0.12,0,,
Label,1stMVP/HDBLVT04_INV_1#0,63,63,& Metric 0.03048,0,0,1,0.001,0,0,0,0.12,0,,
Label,1stMVP/HDBLVT04_INV_1#0,63,63,& _Instance_tag HDBSLT04_INV_1,0,0,1,0.001,0,0,0,0.12,0,,
Label,1stMVP/HDBLVT04_INV_1#0,63,63,"& _Synopsys, Inc. Confidential",0,0,1,0.001,0,0,0,0.12,0,,
Poly,1stMVP/HDBLVT04_INV_1#0,685,1,No Data,0,0,4,0.201,0.045,0.219,0.045,0.219,0.065,0.201,0.065
Poly,1stMVP/HDBLVT04_INV_1#0,7,0,No Data,0,0,4,0.118,0,0.122,0,0.122,0.254,0.118,0.254
Poly,1stMVP/HDBLVT04_INV_1#0,7,0,No Data,0,0,4,0.178,0,0.182,0,0.182,0.254,0.178,0.254
Poly,1stMVP/HDBLVT04_INV_1#0,7,0,No Data,0,0,4,0.238,0,0.242,0,0.242,0.254,0.238,0.254
Poly,1stMVP/HDBLVT04_INV_1#0,245,0,No Data,0,0,4,0.172,0.191,0.188,0.191,0.188,0.207,0.172,0.207
Poly,1stMVP/HDBLVT04_INV_1#0,685,3,No Data,0,0,4,0.141,0.003,0.159,0.003,0.159,0.029,0.141,0.029
Poly,1stMVP/HDBLVT04_INV_1#0,685,3,No Data,0,0,4,0.141,0.225,0.159,0.225,0.159,0.251,0.141,0.251
Poly,1stMVP/HDBLVT04_INV_1#0,12,183,No Data,0,0,4,0.12,0,0.24,0,0.24,0.127,0.12,0.127
Poly,1stMVP/HDBLVT04_INV_1#0,550,280,No Data,0,0,4,0.12,0,0.24,0,0.24,0.254,0.12,0.254
Poly,1stMVP/HDBLVT04_INV_1#0,12,184,No Data,0,0,4,0.12,0.127,0.24,0.127,0.24,0.254,0.12,0.254
Poly,1stMVP/HDBLVT04_INV_1#0,2,0,No Data,0,0,4,0.12,0.027,0.24,0.027,0.24,0.108,0.12,0.108
Poly,1stMVP/HDBLVT04_INV_1#0,2,0,No Data,0,0,4,0.12,0.146,0.24,0.146,0.24,0.227,0.12,0.227
Poly,1stMVP/HDBLVT04_INV_1#0,729,0,No Data,0,0,4,0.196,0.04,0.224,0.04,0.224,0.07,0.196,0.07
Poly,1stMVP/HDBLVT04_INV_1#0,729,0,No Data,0,0,4,0.136,-0.002,0.164,-0.002,0.164,0.074,0.136,0.074
Poly,1stMVP/HDBLVT04_INV_1#0,729,0,No Data,0,0,4,0.136,0.22,0.164,0.22,0.164,0.256,0.136,0.256
Poly,1stMVP/HDBLVT04_INV_1#0,247,0,No Data,0,0,4,0.09,-0.0105,0.27,-0.0105,0.27,0.0105,0.09,0.0105
Poly,1stMVP/HDBLVT04_INV_1#0,247,0,No Data,0,0,4,0.09,0.2435,0.27,0.2435,0.27,0.2645,0.09,0.2645
Poly,1stMVP/HDBLVT04_INV_1#0,686,0,No Data,0,0,4,0.173,0.192,0.187,0.192,0.187,0.206,0.173,0.206
Poly,1stMVP/HDBLVT04_INV_1#0,4,0,No Data,0,0,4,0.09,0.127,0.27,0.127,0.27,0.254,0.09,0.254
Poly,1stMVP/HDBLVT04_INV_1#0,685,66,No Data,0,0,4,0.141,-0.029,0.159,-0.029,0.159,0.029,0.141,0.029
Poly,1stMVP/HDBLVT04_INV_1#0,685,66,No Data,0,0,4,0.141,0.225,0.159,0.225,0.159,0.283,0.141,0.283
Poly,1stMVP/HDBLVT04_INV_1#0,705,0,No Data,0,0,4,0.18,-0.003,0.24,-0.003,0.24,0.027,0.18,0.027
Poly,1stMVP/HDBLVT04_INV_1#0,705,0,No Data,0,0,4,0.12,0.105,0.18,0.105,0.18,0.149,0.12,0.149
Poly,1stMVP/HDBLVT04_INV_1#0,705,0,No Data,0,0,4,0.18,0.227,0.24,0.227,0.24,0.257,0.18,0.257
Poly,1stMVP/HDBLVT04_INV_1#0,2,42,No Data,0,0,4,0.12,0.0095,0.24,0.0095,0.24,0.0175,0.12,0.0175
Poly,1stMVP/HDBLVT04_INV_1#0,2,42,No Data,0,0,4,0.12,0.0365,0.24,0.0365,0.24,0.0445,0.12,0.0445
Poly,1stMVP/HDBLVT04_INV_1#0,2,42,No Data,0,0,4,0.12,0.0635,0.24,0.0635,0.24,0.0715,0.12,0.0715
Poly,1stMVP/HDBLVT04_INV_1#0,2,42,No Data,0,0,4,0.12,0.0905,0.24,0.0905,0.24,0.0985,0.12,0.0985
Poly,1stMVP/HDBLVT04_INV_1#0,2,42,No Data,0,0,4,0.12,0.1285,0.24,0.1285,0.24,0.1365,0.12,0.1365
Poly,1stMVP/HDBLVT04_INV_1#0,2,42,No Data,0,0,4,0.12,0.1555,0.24,0.1555,0.24,0.1635,0.12,0.1635
Poly,1stMVP/HDBLVT04_INV_1#0,2,42,No Data,0,0,4,0.12,0.1825,0.24,0.1825,0.24,0.1905,0.12,0.1905
Poly,1stMVP/HDBLVT04_INV_1#0,2,42,No Data,0,0,4,0.12,0.2095,0.24,0.2095,0.24,0.2175,0.12,0.2175
Poly,1stMVP/HDBLVT04_INV_1#0,2,42,No Data,0,0,4,0.12,0.2365,0.24,0.2365,0.24,0.2445,0.12,0.2445
Poly,1stMVP/HDBLVT04_INV_1#0,502,0,No Data,0,0,4,0.118,0,0.122,0,0.122,0.254,0.118,0.254
Poly,1stMVP/HDBLVT04_INV_1#0,502,0,No Data,0,0,4,0.238,0,0.242,0,0.242,0.254,0.238,0.254
Poly,1stMVP/HDBLVT04_INV_1#0,14,0,No Data,0,0,4,0.14,-0.018,0.16,-0.018,0.16,0.272,0.14,0.272
Poly,1stMVP/HDBLVT04_INV_1#0,14,0,No Data,0,0,4,0.2,-0.018,0.22,-0.018,0.22,0.272,0.2,0.272
Poly,1stMVP/HDBLVT04_INV_1#0,12,186,No Data,0,0,4,0.12,0.127,0.24,0.127,0.24,0.254,0.12,0.254
Poly,1stMVP/HDBLVT04_INV_1#0,12,185,No Data,0,0,4,0.12,0,0.24,0,0.24,0.127,0.12,0.127
Poly,1stMVP,177,0,No Data,0.3,0.36,4,0.08,0.2125,0.16,0.2125,0.16,0.0415,0.08,0.0415
Poly,1stMVP,19,0,No Data,0.21,0.25,4,0.012,0.0415,0.16,0.0415,0.16,0.0685,0.012,0.0685
Poly,1stMVP,19,0,No Data,0.21,0.25,4,0.08,0.1855,0.228,0.1855,0.228,0.2125,0.08,0.2125
Poly,1stMVP,17,0,No Data,0.1,0.15,4,0,0.225,0.24,0.225,0.24,0.283,0,0.283
Poly,1stMVP,17,0,No Data,0.1,0.15,4,0,-0.029,0.24,-0.029,0.24,0.029,0,0.029
Poly,1stMVP,17,0,No Data,0.1,0.15,4,0.012,0.0415,0.108,0.0415,0.108,0.0685,0.012,0.0685
Poly,1stMVP,17,0,No Data,0.1,0.15,4,0.132,0.1855,0.228,0.1855,0.228,0.2125,0.132,0.2125
Poly,1stMVP,17,0,No Data,0.1,0.15,4,0.132,0.0415,0.24,0.0415,0.24,0.0685,0.132,0.0685
Poly,1stMVP,17,0,No Data,0.1,0.15,4,0,0.1855,0.108,0.1855,0.108,0.2125,0,0.2125
